Policy,Iteration,Cache Hit Ratio,Latency,Hop Reduction
LRU,46,1.557632398753894,4.898429213132894e-05,0.01557632398753894
LRU,47,1.8181818181818181,6.871966788137637e-05,0.01818181818181818
LRU,48,1.7647058823529411,0.00014157482745772774,0.01764705882352941
LRU,49,1.7341040462427744,0.00014813193307734607,0.017341040462427744
LRU,50,1.69971671388102,0.00015699237222437288,0.0169971671388102
LRU,51,1.6713091922005572,0.00017698889805712334,0.016713091922005572
LRU,52,1.6348773841961852,0.00013374738126402708,0.01634877384196185
LRU,53,1.5957446808510638,0.00021895423960060936,0.015957446808510637
LRU,54,1.58311345646438,9.585370525077894e-05,0.0158311345646438
LRU,55,1.8181818181818181,0.00022897051083040228,0.01818181818181818
LRU,56,1.7811704834605597,0.00012646451613918032,0.017811704834605598
LRU,57,1.9851116625310175,4.3144569114965094e-05,0.019851116625310174
LRU,58,1.9704433497536946,0.00016379033397598877,0.019704433497536946
LRU,59,1.951219512195122,8.098065831367778e-05,0.01951219512195122
LRU,60,1.9277108433734942,2.63553036603797e-05,0.01927710843373494
LRU,61,1.9138755980861244,2.7349998615647157e-05,0.019138755980861243
LRU,62,2.107728337236534,3.0147300530269237e-05,0.02107728337236534
LRU,63,2.0689655172413794,0.00012268442557193326,0.020689655172413793
LRU,64,2.0408163265306123,6.321753336363717e-05,0.02040816326530612
LRU,65,2.0224719101123596,7.993469141632487e-05,0.020224719101123594
LRU,66,1.9780219780219779,0.00017815101439456828,0.01978021978021978
LRU,67,1.948051948051948,0.0001946483452581763,0.01948051948051948
LRU,68,2.1321961620469083,6.922749579744305e-05,0.021321961620469083
LRU,69,2.0876826722338206,0.00016869674567362834,0.020876826722338204
LRU,70,2.0618556701030926,3.8332737796261285e-05,0.020618556701030927
LRU,71,2.2540983606557377,0.000158146037357421,0.022540983606557378
LRU,72,2.231237322515213,0.00010522507725162098,0.02231237322515213
LRU,73,2.19560878243513,0.0001776932881185029,0.021956087824351298
LRU,74,2.1653543307086616,2.758730437772123e-05,0.021653543307086614
LRU,75,2.3391812865497075,0.00011491894320559186,0.023391812865497075
LRU,76,2.2988505747126435,8.207424468391984e-05,0.022988505747126436
LRU,77,2.2684310018903595,8.053842093471128e-05,0.022684310018903593
LRU,78,2.247191011235955,0.00014864947410714777,0.02247191011235955
LRU,79,2.2058823529411766,9.785407094571831e-05,0.022058823529411766
LRU,80,2.1699819168173597,0.00011896971225429702,0.0216998191681736
LRU,81,2.1505376344086025,0.00012462294537370216,0.021505376344086023
LRU,82,2.1201413427561837,8.625654062307045e-05,0.02120141342756184
LRU,83,2.10896309314587,0.00012464404330781584,0.0210896309314587
LRU,84,2.079722703639515,5.420483350862775e-05,0.02079722703639515
LRU,85,2.054794520547945,6.544605276535648e-05,0.02054794520547945
LRU,86,2.027027027027027,6.333171638605589e-05,0.02027027027027027
LRU,87,2.0,0.00010689432992264027,0.02
LRU,88,1.9834710743801653,0.00015120835058486898,0.019834710743801654
LRU,89,1.951219512195122,6.828969328945065e-05,0.01951219512195122
LRU,90,1.929260450160772,2.557104079083152e-05,0.01929260450160772
LRU,91,2.0634920634920633,7.600852714265981e-05,0.020634920634920634
LRU,92,2.204724409448819,9.976400545309006e-05,0.02204724409448819
LRU,93,2.1840873634945397,9.796840879196613e-05,0.0218408736349454
LRU,94,2.1604938271604937,4.075124534003995e-05,0.021604938271604937
LRU,95,2.1439509954058193,6.77632771458515e-05,0.021439509954058193
LRU,96,2.1148036253776437,1.5922299718670507e-05,0.021148036253776436
LRU,97,2.086438152011923,0.00010581052271295936,0.020864381520119227
LRU,98,2.2156573116691285,0.00013368992683923813,0.022156573116691284
LRU,99,2.1994134897360706,4.899390095181435e-05,0.021994134897360705
LRU,100,2.1770682148040637,0.00012735345876332228,0.02177068214804064
LRU,101,2.292263610315186,7.286650519524514e-05,0.022922636103151862
LRU,102,2.418207681365576,0.0001132972024945748,0.02418207681365576
LRU,103,2.390998593530239,1.5612564725573412e-05,0.02390998593530239
LRU,104,2.5139664804469275,5.43123796135611e-05,0.025139664804469275
LRU,105,2.4930747922437675,0.00011778047626644397,0.024930747922437674
LRU,106,2.462380300957592,9.745656204532598e-05,0.024623803009575923
LRU,107,2.4324324324324325,5.327503093263348e-05,0.024324324324324326
LRU,108,2.557200538358008,5.78981247206224e-05,0.02557200538358008
LRU,109,2.5401069518716577,0.0001301365227420911,0.02540106951871658
LRU,110,2.5265957446808507,3.9469272429061444e-05,0.02526595744680851
LRU,111,2.5,8.11119127883766e-05,0.025
LRU,112,2.6178010471204187,1.564281321455688e-05,0.02617801047120419
LRU,113,2.727272727272727,0.00011758632701573765,0.02727272727272727
LRU,114,2.6992287917737787,0.0001257400743373956,0.02699228791773779
LRU,115,2.681992337164751,0.00012088951290113298,0.02681992337164751
LRU,116,2.781289506953224,7.740153851912507e-05,0.02781289506953224
LRU,117,2.767295597484277,6.661366558423888e-05,0.027672955974842768
LRU,118,2.8606965174129355,7.344321872232975e-05,0.028606965174129355
LRU,119,2.8500619578686495,4.3122952327870186e-05,0.028500619578686492
LRU,120,2.8220858895705523,7.484354861888975e-05,0.02822085889570552
LRU,121,2.8083028083028085,7.705460728085022e-05,0.028083028083028084
LRU,122,2.7912621359223304,0.00010181568767856568,0.027912621359223302
LRU,123,2.8846153846153846,3.9647325034544434e-05,0.028846153846153848
LRU,124,2.9940119760479043,7.818672671677343e-05,0.029940119760479042
LRU,125,2.962085308056872,6.571357816723766e-05,0.02962085308056872
LFU,1,0.0,0.015390642410746082,0.0
LFU,2,0.0,0.0007563999479875586,0.0
LFU,3,0.0,0.0031969394888905294,0.0
LFU,4,0.0,0.002050876240341345,0.0
LFU,5,0.0,0.0024591960736182967,0.0
LFU,6,0.0,0.0006436360576535463,0.0
LFU,7,0.0,0.0017199260736280322,0.0
LFU,8,0.0,0.0011796183097065997,0.0
LFU,9,0.0,0.0009831913945937676,0.0
LFU,10,0.0,0.0010580703060038435,0.0
LFU,11,0.0,0.0002163143563643293,0.0
LFU,12,0.0,0.0002787605743167983,0.0
LFU,13,1.0638297872340425,0.0008376457201716205,0.010638297872340425
LFU,14,1.0309278350515463,0.0007834350520159886,0.010309278350515464
LFU,15,1.9607843137254901,0.00069169948093113,0.0196078431372549
LFU,16,1.9047619047619049,0.00012696318123024493,0.01904761904761905
LFU,17,1.8181818181818181,0.000772360591964748,0.01818181818181818
LFU,18,1.7391304347826086,0.0007347334767315456,0.017391304347826087
LFU,19,1.6528925619834711,0.0002359489724807517,0.01652892561983471
LFU,20,1.574803149606299,0.0007457297794202986,0.015748031496062992
LFU,21,1.4598540145985401,0.00012150887797961563,0.014598540145985401
LFU,22,1.3888888888888888,0.0003121709153408532,0.013888888888888888
LFU,23,1.3333333333333335,0.00026107825281161386,0.013333333333333334
LFU,24,1.2658227848101267,0.00040789352849409164,0.012658227848101266
LFU,25,1.2121212121212122,0.00019197443862080578,0.012121212121212121
LFU,26,1.1428571428571428,0.00011317159332865157,0.011428571428571429
LFU,27,1.0810810810810811,0.0003631149657945832,0.010810810810810811
LFU,28,1.0471204188481675,0.0003568629410979266,0.010471204188481676
LFU,29,0.9950248756218906,0.00017995661482854511,0.009950248756218905
LFU,30,0.9523809523809524,0.00025013437337736635,0.009523809523809525
LFU,31,0.9259259259259258,0.00026284077012995864,0.009259259259259259
LFU,32,0.8928571428571428,0.00024491683054534053,0.008928571428571428
LFU,33,0.8547008547008548,0.00021175220607755796,0.008547008547008548
LFU,34,0.8333333333333334,0.0002819534179793142,0.008333333333333333
LFU,35,0.823045267489712,0.00014358771666965882,0.00823045267489712
LFU,36,0.796812749003984,0.0001003679253258798,0.00796812749003984
LFU,37,0.7751937984496124,0.0001489772262134688,0.007751937984496124
LFU,38,0.7604562737642585,0.0001781945298408254,0.0076045627376425855
LFU,39,0.7407407407407408,0.00034082679646132383,0.007407407407407408
LFU,40,0.7142857142857143,0.00034913532291219236,0.007142857142857143
LFU,41,0.7017543859649122,6.016004365365897e-05,0.007017543859649123
LFU,42,0.684931506849315,0.00019160163244577786,0.00684931506849315
LFU,43,0.6711409395973155,0.00028388102389950606,0.006711409395973154
LFU,44,0.6578947368421052,7.589685085236733e-05,0.006578947368421052
LFU,45,0.6389776357827476,0.00023480744965314934,0.006389776357827476
LFU,46,0.6329113924050633,0.0002423810070028528,0.006329113924050633
LFU,47,0.6191950464396285,3.318305168259815e-05,0.006191950464396285
LFU,48,0.9036144578313252,0.00017238637527326438,0.009036144578313253
LFU,49,0.8823529411764706,0.00015368319582325559,0.008823529411764706
LFU,50,0.8620689655172413,0.0002566177170604129,0.008620689655172414
LFU,51,0.8547008547008548,0.00013907825509277614,0.008547008547008548
LFU,52,0.8450704225352111,6.174461751348009e-05,0.008450704225352112
LFU,53,0.8379888268156425,7.111316965828023e-05,0.008379888268156424
LFU,54,0.8287292817679558,0.00018372247414761244,0.008287292817679558
LFU,55,0.8108108108108109,0.0001480818018851164,0.008108108108108109
LFU,56,0.8,0.0001728266402669044,0.008
LFU,57,1.0389610389610389,0.0001540613936786279,0.01038961038961039
LFU,58,1.0126582278481013,0.0001924737519830251,0.010126582278481013
LFU,59,0.9925558312655087,4.3360468780250666e-05,0.009925558312655087
LFU,60,0.9803921568627451,0.00019245408850001504,0.00980392156862745
LFU,61,0.9732360097323601,0.00010201743038542227,0.009732360097323601
LFU,62,0.9569377990430622,0.00015085872406294678,0.009569377990430622
LFU,63,0.9389671361502347,0.00016911173974906347,0.009389671361502348
LFU,64,0.9195402298850575,8.84108319431009e-05,0.009195402298850575
LFU,65,0.9009009009009009,0.00010874842321297554,0.009009009009009009
LFU,66,0.8869179600886918,8.037605517335608e-05,0.008869179600886918
LFU,67,0.8695652173913043,0.00015578052875212816,0.008695652173913044
LFU,68,0.8528784648187633,6.629881344393509e-05,0.008528784648187633
LFU,69,1.0548523206751055,3.414382814807375e-05,0.010548523206751054
LFU,70,1.257861635220126,0.00019618985838196134,0.012578616352201259
LFU,71,1.4373716632443532,2.2587211729857607e-05,0.014373716632443531
LFU,72,1.417004048582996,5.314116555329129e-05,0.01417004048582996
LFU,73,1.402805611222445,0.0001961574832284769,0.014028056112224449
LFU,74,1.383399209486166,0.00015898748715308952,0.01383399209486166
LFU,75,1.5625,0.00010401647656287975,0.015625
LFU,76,1.5414258188824663,4.5517224237882614e-05,0.015414258188824663
LFU,77,1.7077798861480076,0.0001049023674801551,0.017077798861480076
LFU,78,1.675977653631285,0.0001417659030471085,0.01675977653631285
LFU,79,1.834862385321101,0.0001406040166952767,0.01834862385321101
LFU,80,1.8148820326678767,0.00012511187080666876,0.018148820326678767
LFU,81,1.7953321364452424,2.9128707241310597e-05,0.017953321364452424
LFU,82,1.7761989342806392,0.0001226526251219545,0.017761989342806393
LFU,83,1.7452006980802792,0.00016316487767555657,0.017452006980802792
LFU,84,1.7211703958691909,0.0001024443824659359,0.01721170395869191
LFU,85,1.694915254237288,3.501475111755543e-05,0.01694915254237288
LFU,86,1.8333333333333333,0.0001396529722337487,0.018333333333333333
LFU,87,1.8062397372742198,5.387663117137956e-05,0.0180623973727422
LFU,88,1.7828200972447326,3.2534301941613636e-05,0.017828200972447326
LFU,89,1.7713365539452495,5.222017326771063e-05,0.017713365539452495
LFU,90,1.76,0.0001469983230688531,0.0176
LFU,91,1.7377567140600316,0.0001209065585952605,0.017377567140600316
LFU,92,1.7214397496087637,3.4527781284114224e-05,0.017214397496087636
LFU,93,1.7080745341614907,0.0001516537806279367,0.017080745341614908
LFU,94,1.8376722817764166,2.4561443799204394e-05,0.018376722817764167
LFU,95,1.8154311649016641,0.00014845962210696385,0.018154311649016642
LFU,96,1.7991004497751124,2.7268248316819503e-05,0.017991004497751123
LFU,97,1.7777777777777777,1.7409811764361685e-05,0.017777777777777778
LFU,98,1.7518248175182483,0.00012447106169667372,0.017518248175182483
LFU,99,1.729106628242075,9.603966099371692e-05,0.01729106628242075
LFU,100,1.721664275466284,5.083345532213011e-05,0.01721664275466284
LFU,101,1.702127659574468,6.83618616408631e-05,0.01702127659574468
LFU,102,1.6830294530154277,2.6780637614710956e-05,0.016830294530154277
LFU,103,1.6666666666666667,0.00012102849304989523,0.016666666666666666
LFU,104,1.7857142857142856,0.0001320580930453567,0.017857142857142856
LFU,105,1.9021739130434785,8.072683228968181e-05,0.019021739130434784
LFU,106,1.881720430107527,0.00011256305195255913,0.01881720430107527
LFU,107,1.8691588785046727,0.0001275662152574836,0.018691588785046728
LFU,108,1.9920318725099602,7.143186364548675e-05,0.0199203187250996
LFU,109,2.1080368906455864,0.00010997613249078789,0.021080368906455864
LFU,110,2.088772845953003,6.615537613675083e-05,0.020887728459530026
LFU,111,2.1992238033635187,8.948764644980324e-05,0.02199223803363519
LFU,112,2.3047375160051216,3.871874078752168e-05,0.023047375160051217
LFU,113,2.278481012658228,0.00011431855748903723,0.02278481012658228
LFU,114,2.2670025188916876,6.584456550912648e-05,0.022670025188916875
LFU,115,2.2443890274314215,0.00010522720654221814,0.022443890274314215
LFU,116,2.2277227722772275,0.00011478884779342959,0.022277227722772276
LFU,117,2.219482120838471,4.306695604524783e-05,0.02219482120838471
LFU,118,2.211302211302211,9.328326586661706e-05,0.022113022113022112
LFU,119,2.203182374541004,0.00010232167723387671,0.022031823745410038
LFU,120,2.192448233861145,3.267524164329368e-05,0.02192448233861145
LFU,121,2.1844660194174756,8.268953197308123e-05,0.021844660194174758
LFU,122,2.1634615384615383,0.00010621871864911395,0.021634615384615384
LFU,123,2.15311004784689,5.918336661886898e-05,0.0215311004784689
LFU,124,2.132701421800948,9.840395176754515e-05,0.02132701421800948
LFU,125,2.1151586368977675,9.515845715355634e-05,0.021151586368977675
FIFO,1,0.0,0.018498321158809772,0.0
FIFO,2,0.0,0.009497909536705146,0.0
FIFO,3,0.0,0.004473083268435832,0.0
FIFO,4,0.0,0.0005673860764579026,0.0
FIFO,5,0.0,0.0019794272623353836,0.0
FIFO,6,0.0,0.0011289878502303645,0.0
FIFO,7,0.0,0.0016765077193097893,0.0
FIFO,8,0.0,0.0006019300038717924,0.0
FIFO,9,0.0,0.0006099592813447581,0.0
FIFO,10,0.0,0.00021996118401643384,0.0
FIFO,11,0.0,0.0002468812875572705,0.0
FIFO,12,0.0,0.0005599276475183729,0.0
FIFO,13,0.0,0.00019964538582843816,0.0
FIFO,14,0.0,0.0010367284635597377,0.0
FIFO,15,0.0,0.00015143299117566992,0.0
FIFO,16,0.0,9.929886497177323e-05,0.0
FIFO,17,0.0,0.0007673130463208598,0.0
FIFO,18,0.0,0.0008419786005443934,0.0
FIFO,19,0.0,0.0001602458998579246,0.0
FIFO,20,0.0,0.000622980364029784,0.0
FIFO,21,0.0,0.00025022762009542537,0.0
FIFO,22,0.0,0.0002550582835199011,0.0
FIFO,23,0.0,0.0005192920551393346,0.0
FIFO,24,0.0,0.0003127159560905024,0.0
FIFO,25,0.0,0.00012095058841619507,0.0
FIFO,26,0.0,6.084893692021571e-05,0.0
FIFO,27,0.0,0.0002229288875064663,0.0
FIFO,28,0.0,0.00020666956255463166,0.0
FIFO,29,0.0,0.0003388337777514457,0.0
FIFO,30,0.0,0.00023212455992136207,0.0
FIFO,31,0.0,4.949381167972014e-05,0.0
FIFO,32,0.0,0.000432559386192479,0.0
FIFO,33,0.0,0.0002122771291058295,0.0
FIFO,34,0.41841004184100417,0.00031798284952142556,0.0041841004184100415
FIFO,35,0.40650406504065045,7.441579210924336e-05,0.0040650406504065045
FIFO,36,0.7843137254901961,0.00011124718104381038,0.00784313725490196
FIFO,37,0.7633587786259541,0.00032202704693753997,0.007633587786259542
FIFO,38,0.7352941176470588,0.00019012668205444226,0.007352941176470588
FIFO,39,0.7117437722419928,0.00022088854375601488,0.0071174377224199285
FIFO,40,0.6872852233676976,0.0003402987674358019,0.006872852233676976
FIFO,41,0.6756756756756757,0.00022835427083572118,0.006756756756756757
FIFO,42,0.6535947712418301,0.00027851792660133097,0.006535947712418301
FIFO,43,0.641025641025641,0.00017798564414698946,0.00641025641025641
FIFO,44,0.6269592476489028,3.4425024460139294e-05,0.006269592476489028
FIFO,45,0.6191950464396285,4.024403279864793e-05,0.006191950464396285
FIFO,46,0.6116207951070336,0.00019774849838105616,0.0061162079510703364
FIFO,47,0.5952380952380952,0.00020340543330245217,0.005952380952380952
FIFO,48,0.5865102639296188,0.00014304520796956755,0.005865102639296188
FIFO,49,0.5813953488372093,3.026821539880891e-05,0.005813953488372093
FIFO,50,0.8522727272727272,0.0002316531377545186,0.008522727272727272
FIFO,51,0.8426966292134831,8.249623667539729e-05,0.008426966292134831
FIFO,52,0.8333333333333334,0.00026664004280770655,0.008333333333333333
FIFO,53,1.095890410958904,0.00010935696538210921,0.010958904109589041
FIFO,54,1.3440860215053763,0.00012958483707132195,0.013440860215053764
FIFO,55,1.3192612137203166,0.00022788768717945485,0.013192612137203167
FIFO,56,1.5665796344647518,8.341814891513938e-05,0.015665796344647518
FIFO,57,1.8134715025906734,0.0002364967587955481,0.018134715025906734
FIFO,58,1.7721518987341773,0.00012873318442182936,0.017721518987341773
FIFO,59,1.7587939698492463,0.00017682620638117532,0.017587939698492462
FIFO,60,1.715686274509804,0.0001609753204996941,0.01715686274509804
FIFO,61,1.694915254237288,8.095963796588358e-05,0.01694915254237288
FIFO,62,1.8957345971563981,0.00019514807081194994,0.018957345971563982
FIFO,63,1.8779342723004695,0.00012174329209709261,0.018779342723004695
FIFO,64,1.8561484918793503,0.00010391690325997188,0.018561484918793503
FIFO,65,1.8181818181818181,0.00010325392686604593,0.01818181818181818
FIFO,66,1.7937219730941705,0.00022231125785531205,0.017937219730941704
FIFO,67,1.7777777777777777,0.00014131307221631746,0.017777777777777778
FIFO,68,1.7467248908296942,0.0001676681565799195,0.017467248908296942
FIFO,69,1.735357917570499,3.22711026884808e-05,0.01735357917570499
FIFO,70,1.9396551724137931,4.359431223473308e-05,0.01939655172413793
FIFO,71,1.9148936170212765,8.035291238701432e-05,0.019148936170212766
FIFO,72,1.875,0.00017358732969679285,0.01875
FIFO,73,1.8480492813141685,0.00011466988631329376,0.018480492813141684
FIFO,74,1.8329938900203666,0.00010926888350821767,0.018329938900203666
FIFO,75,1.7999999999999998,0.0001261785887725459,0.018
FIFO,76,1.7647058823529411,6.867808477920085e-05,0.01764705882352941
FIFO,77,1.7543859649122806,6.274543042294411e-05,0.017543859649122806
FIFO,78,1.7307692307692308,0.00017502565846410934,0.01730769230769231
FIFO,79,1.7077798861480076,2.749995509371667e-05,0.017077798861480076
FIFO,80,1.6885553470919326,7.987570498159951e-05,0.016885553470919325
FIFO,81,1.6728624535315983,4.8092721242389664e-05,0.016728624535315983
FIFO,82,1.6453382084095063,9.027679840320153e-05,0.016453382084095063
FIFO,83,1.615798922800718,0.0001780988991876421,0.01615798922800718
FIFO,84,1.5873015873015872,0.00013267272671532582,0.015873015873015872
FIFO,85,1.565217391304348,0.00016841684248037646,0.01565217391304348
FIFO,86,1.5463917525773196,0.0001572596677337869,0.015463917525773196
FIFO,87,1.5202702702702704,0.00010563625710092013,0.015202702702702704
FIFO,88,1.497504159733777,0.00014997444489948632,0.014975041597337771
FIFO,89,1.4754098360655739,7.994555301372511e-05,0.014754098360655738
FIFO,90,1.4657980456026058,4.8455976412818135e-05,0.014657980456026058
FIFO,91,1.4469453376205788,9.321606192503e-05,0.014469453376205787
FIFO,92,1.4354066985645932,9.367307079888445e-05,0.014354066985645933
FIFO,93,1.4285714285714286,6.441133185971151e-05,0.014285714285714285
FIFO,94,1.4218009478672986,6.526255728043739e-05,0.014218009478672985
FIFO,95,1.4150943396226416,0.00010299040605901205,0.014150943396226415
FIFO,96,1.3996889580093312,0.0001452611091036545,0.013996889580093312
FIFO,97,1.386748844375963,4.2236116529809836e-05,0.01386748844375963
FIFO,98,1.5220700152207,9.10413859667278e-05,0.015220700152207
FIFO,99,1.5082956259426847,0.00011306691533334635,0.015082956259426848
FIFO,100,1.4903129657228018,4.7527168457019026e-05,0.014903129657228018
FIFO,101,1.4705882352941175,0.00012057802334072593,0.014705882352941176
FIFO,102,1.455604075691412,4.742861305432309e-05,0.01455604075691412
FIFO,103,1.5827338129496402,0.00010198511537253137,0.015827338129496403
FIFO,104,1.5602836879432624,6.993553902224824e-05,0.015602836879432624
FIFO,105,1.5427769985974753,0.0001232225130234945,0.015427769985974754
FIFO,106,1.5341701534170153,0.00011026210262370558,0.015341701534170154
FIFO,107,1.5256588072122053,8.014561297132027e-05,0.015256588072122053
FIFO,108,1.510989010989011,3.084468838525774e-05,0.01510989010989011
FIFO,109,1.4945652173913044,5.378672045843996e-05,0.014945652173913044
FIFO,110,1.6150740242261103,0.00010092915908754579,0.016150740242261104
FIFO,111,1.7379679144385027,9.437293110493718e-05,0.017379679144385027
FIFO,112,1.7150395778364116,1.4559309044310858e-05,0.017150395778364115
FIFO,113,1.8300653594771243,7.221049984266525e-05,0.018300653594771243
FIFO,114,1.8134715025906734,1.3541799013326448e-05,0.018134715025906734
FIFO,115,1.792573623559539,9.207417719189919e-05,0.01792573623559539
FIFO,116,1.7766497461928936,0.00011775930456412881,0.017766497461928935
FIFO,117,1.7610062893081762,6.751287805182171e-05,0.01761006289308176
FIFO,118,1.7500000000000002,6.538347042108388e-05,0.0175
FIFO,119,1.7326732673267329,0.0001059636383389821,0.017326732673267328
FIFO,120,1.7135862913096693,3.18801333983478e-05,0.017135862913096694
FIFO,121,1.8137847642079807,1.7769190238097738e-05,0.018137847642079808
FIFO,122,1.8050541516245486,2.309096590893777e-05,0.018050541516245487
FIFO,123,1.7878426698450536,4.103366738666548e-05,0.017878426698450536
FIFO,124,1.7793594306049825,0.0001097771404329691,0.017793594306049824
FIFO,125,1.7605633802816902,9.215400669162552e-05,0.017605633802816902
MRU,1,0.0,0.0032955552370497426,0.0
MRU,2,0.0,0.0009515952731649561,0.0
MRU,3,0.0,0.0030151194867657238,0.0
MRU,4,0.0,0.0004733983522184112,0.0
MRU,5,0.0,0.0019376019738975266,0.0
MRU,6,0.0,0.0004908356826661754,0.0
MRU,7,0.0,0.00047288629991234637,0.0
MRU,8,0.0,0.0008792421661674632,0.0
MRU,9,0.0,0.0010415615517718963,0.0
MRU,10,0.0,0.0008152587372495639,0.0
MRU,11,0.0,0.0007062560786848252,0.0
MRU,12,1.1494252873563218,0.0007421638104876,0.011494252873563218
MRU,13,1.0526315789473684,0.0007287868995518982,0.010526315789473684
MRU,14,0.9523809523809524,0.00015767789548440164,0.009523809523809525
MRU,15,0.9009009009009009,0.000491159896922774,0.009009009009009009
MRU,16,1.7094017094017095,0.00026617558815177555,0.017094017094017096
MRU,17,1.6129032258064515,0.000756943403016614,0.016129032258064516
MRU,18,1.574803149606299,0.000775643047917832,0.015748031496062992
MRU,19,1.5037593984962405,0.0006990850529979344,0.015037593984962405
MRU,20,1.3986013986013985,0.0005833178630008328,0.013986013986013986
MRU,21,1.36986301369863,0.00025459734441822177,0.0136986301369863
MRU,22,1.2987012987012987,0.00026772455750974876,0.012987012987012988
MRU,23,1.875,0.0004968361381964097,0.01875
MRU,24,1.7857142857142856,0.00020370622902193993,0.017857142857142856
MRU,25,1.694915254237288,0.0003479102406353394,0.01694915254237288
MRU,26,2.197802197802198,0.00038756693353902977,0.02197802197802198
MRU,27,2.127659574468085,0.00013330810226978596,0.02127659574468085
MRU,28,2.083333333333333,0.0002028625181290033,0.020833333333333332
MRU,29,2.0202020202020203,0.0004383725164187821,0.020202020202020204
MRU,30,1.951219512195122,0.0003422061325647263,0.01951219512195122
MRU,31,1.9047619047619049,0.0003149862450305845,0.01904761904761905
MRU,32,1.8518518518518516,0.0002405734049380614,0.018518518518518517
MRU,33,1.7699115044247788,0.00038031380931376397,0.017699115044247787
MRU,34,1.7094017094017095,0.00018359767966284483,0.017094017094017096
MRU,35,1.6528925619834711,0.00025283258779553163,0.01652892561983471
MRU,36,1.6326530612244898,0.00014616158904327475,0.0163265306122449
MRU,37,2.0080321285140563,0.0003968251919086678,0.020080321285140562
MRU,38,1.9455252918287937,0.0003065818370231917,0.019455252918287938
MRU,39,1.9011406844106464,0.00026552516190307197,0.019011406844106463
MRU,40,1.8382352941176472,5.462599985529805e-05,0.01838235294117647
MRU,41,1.7793594306049825,0.0003528377710752581,0.017793594306049824
MRU,42,1.7543859649122806,0.00025769102415072287,0.017543859649122806
MRU,43,1.718213058419244,5.877730003141321e-05,0.01718213058419244
MRU,44,1.6891891891891893,0.00013774755156561845,0.016891891891891893
MRU,45,1.6666666666666667,0.00015338511648242697,0.016666666666666666
MRU,46,1.639344262295082,8.196032458046259e-05,0.01639344262295082
MRU,47,1.5974440894568689,0.0002180806815848809,0.01597444089456869
MRU,48,1.5723270440251573,4.714748255553086e-05,0.015723270440251572
MRU,49,1.524390243902439,3.685981716157627e-05,0.01524390243902439
MRU,50,1.5105740181268883,7.471568696629634e-05,0.015105740181268883
MRU,51,1.4705882352941175,0.00013991470584097827,0.014705882352941176
MRU,52,1.7341040462427744,0.00016734664520886647,0.017341040462427744
MRU,53,1.7094017094017095,0.00014782259150685224,0.017094017094017096
